Complex_name,Embedding,Confidence_score,Hetero_graph_path
AGEUQNZXCIVHPB-UHFFFAOYSA-N_Q04609_4OC0,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/AGEUQNZXCIVHPB-UHFFFAOYSA-N_Q04609_4OC0/hetero_graph_AGEUQNZXCIVHPB-UHFFFAOYSA-N_Q04609_4OC0.pt
AGFAHUNVBVPOFM-UHFFFAOYSA-N_P0ABQ4_1DHJ,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/AGFAHUNVBVPOFM-UHFFFAOYSA-N_P0ABQ4_1DHJ/hetero_graph_AGFAHUNVBVPOFM-UHFFFAOYSA-N_P0ABQ4_1DHJ.pt
AIPGHCGSUWDJOL-UHFFFAOYSA-N_Q8IL11_3KR4,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/AIPGHCGSUWDJOL-UHFFFAOYSA-N_Q8IL11_3KR4/hetero_graph_AIPGHCGSUWDJOL-UHFFFAOYSA-N_Q8IL11_3KR4.pt
AKOBMMAQXVKOJR-UHFFFAOYSA-N_P78536_3KMC,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/AKOBMMAQXVKOJR-UHFFFAOYSA-N_P78536_3KMC/hetero_graph_AKOBMMAQXVKOJR-UHFFFAOYSA-N_P78536_3KMC.pt
AKUSNPVVKLROGK-UHFFFAOYSA-N_P0ABQ4_1DHJ,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/AKUSNPVVKLROGK-UHFFFAOYSA-N_P0ABQ4_1DHJ/hetero_graph_AKUSNPVVKLROGK-UHFFFAOYSA-N_P0ABQ4_1DHJ.pt
ALETZOQAGIEADS-UHFFFAOYSA-N_Q8IL11_3KR4,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/ALETZOQAGIEADS-UHFFFAOYSA-N_Q8IL11_3KR4/hetero_graph_ALETZOQAGIEADS-UHFFFAOYSA-N_Q8IL11_3KR4.pt
ALFVBOOQDNZAAL-UHFFFAOYSA-N_P00371_1AN9,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/ALFVBOOQDNZAAL-UHFFFAOYSA-N_P00371_1AN9/hetero_graph_ALFVBOOQDNZAAL-UHFFFAOYSA-N_P00371_1AN9.pt
ALSBBIQZDFHXHL-UHFFFAOYSA-N_P69560_3JCU,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/ALSBBIQZDFHXHL-UHFFFAOYSA-N_P69560_3JCU/hetero_graph_ALSBBIQZDFHXHL-UHFFFAOYSA-N_P69560_3JCU.pt
AMJYZDXKDNGUPI-UHFFFAOYSA-N_Q9UBN7_5KH3,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/AMJYZDXKDNGUPI-UHFFFAOYSA-N_Q9UBN7_5KH3/hetero_graph_AMJYZDXKDNGUPI-UHFFFAOYSA-N_Q9UBN7_5KH3.pt
ANMVQJHGOQOZLG-UHFFFAOYSA-N_P25779_3KKU,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/ANMVQJHGOQOZLG-UHFFFAOYSA-N_P25779_3KKU/hetero_graph_ANMVQJHGOQOZLG-UHFFFAOYSA-N_P25779_3KKU.pt
ANWCBSUPTRJETC-UHFFFAOYSA-N_P69560_3JCU,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/ANWCBSUPTRJETC-UHFFFAOYSA-N_P69560_3JCU/hetero_graph_ANWCBSUPTRJETC-UHFFFAOYSA-N_P69560_3JCU.pt
ANWMNLAAFDCKMT-UHFFFAOYSA-N_Q9Y5Y4_6D26,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/ANWMNLAAFDCKMT-UHFFFAOYSA-N_Q9Y5Y4_6D26/hetero_graph_ANWMNLAAFDCKMT-UHFFFAOYSA-N_Q9Y5Y4_6D26.pt
AOAQKDDVWLOZFV-UHFFFAOYSA-N_O94925_4O7D,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/AOAQKDDVWLOZFV-UHFFFAOYSA-N_O94925_4O7D/hetero_graph_AOAQKDDVWLOZFV-UHFFFAOYSA-N_O94925_4O7D.pt
APERKJUVRJWPTN-UHFFFAOYSA-N_P09467_2FIE,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/APERKJUVRJWPTN-UHFFFAOYSA-N_P09467_2FIE/hetero_graph_APERKJUVRJWPTN-UHFFFAOYSA-N_P09467_2FIE.pt
APQPRKLAWCIJEK-UHFFFAOYSA-N_Q96KQ7_5JIN,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/APQPRKLAWCIJEK-UHFFFAOYSA-N_Q96KQ7_5JIN/hetero_graph_APQPRKLAWCIJEK-UHFFFAOYSA-N_Q96KQ7_5JIN.pt
ARHIHDVVUHVQCP-UHFFFAOYSA-N_P15121_1ABN,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/ARHIHDVVUHVQCP-UHFFFAOYSA-N_P15121_1ABN/hetero_graph_ARHIHDVVUHVQCP-UHFFFAOYSA-N_P15121_1ABN.pt
ARPYCVWXTOWENJ-UHFFFAOYSA-N_P47211_7WQ3,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/ARPYCVWXTOWENJ-UHFFFAOYSA-N_P47211_7WQ3/hetero_graph_ARPYCVWXTOWENJ-UHFFFAOYSA-N_P47211_7WQ3.pt
ARRRDERWZIVXBJ-UHFFFAOYSA-N_P69560_3JCU,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/ARRRDERWZIVXBJ-UHFFFAOYSA-N_P69560_3JCU/hetero_graph_ARRRDERWZIVXBJ-UHFFFAOYSA-N_P69560_3JCU.pt
ASCWVQXSKGOWHV-UHFFFAOYSA-N_Q04609_4OC0,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/ASCWVQXSKGOWHV-UHFFFAOYSA-N_Q04609_4OC0/hetero_graph_ASCWVQXSKGOWHV-UHFFFAOYSA-N_Q04609_4OC0.pt
ATNOETPPUJCYBV-UHFFFAOYSA-N_P05186_7YIV,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/ATNOETPPUJCYBV-UHFFFAOYSA-N_P05186_7YIV/hetero_graph_ATNOETPPUJCYBV-UHFFFAOYSA-N_P05186_7YIV.pt
ATSKSNBYTZUJRU-ZETCQYMHSA-N_P28074_4R3O,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/ATSKSNBYTZUJRU-ZETCQYMHSA-N_P28074_4R3O/hetero_graph_ATSKSNBYTZUJRU-ZETCQYMHSA-N_P28074_4R3O.pt
AULOPSOAILWXGL-CVYQJGLWSA-N_Q8R4B8_7LFH,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/AULOPSOAILWXGL-CVYQJGLWSA-N_Q8R4B8_7LFH/hetero_graph_AULOPSOAILWXGL-CVYQJGLWSA-N_Q8R4B8_7LFH.pt
AWSKBQNOSRREEY-UHFFFAOYSA-N_P04775_1BYY,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/AWSKBQNOSRREEY-UHFFFAOYSA-N_P04775_1BYY/hetero_graph_AWSKBQNOSRREEY-UHFFFAOYSA-N_P04775_1BYY.pt
AWVIXFRXKJBBDX-UHFFFAOYSA-N_P12807_1A2V,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/AWVIXFRXKJBBDX-UHFFFAOYSA-N_P12807_1A2V/hetero_graph_AWVIXFRXKJBBDX-UHFFFAOYSA-N_P12807_1A2V.pt
AWVIXFRXKJBBDX-UHFFFAOYSA-N_Q43077_1KSI,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/AWVIXFRXKJBBDX-UHFFFAOYSA-N_Q43077_1KSI/hetero_graph_AWVIXFRXKJBBDX-UHFFFAOYSA-N_Q43077_1KSI.pt
AXHHNWVDJRCUIZ-UHFFFAOYSA-N_P29475_4D1N,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/AXHHNWVDJRCUIZ-UHFFFAOYSA-N_P29475_4D1N/hetero_graph_AXHHNWVDJRCUIZ-UHFFFAOYSA-N_P29475_4D1N.pt
AXIAQHKDCQVIKV-UHFFFAOYSA-N_P22894_1JAQ,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/AXIAQHKDCQVIKV-UHFFFAOYSA-N_P22894_1JAQ/hetero_graph_AXIAQHKDCQVIKV-UHFFFAOYSA-N_P22894_1JAQ.pt
AXRGKFNGKGNVEI-UHFFFAOYSA-N_Q04609_4OC0,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/AXRGKFNGKGNVEI-UHFFFAOYSA-N_Q04609_4OC0/hetero_graph_AXRGKFNGKGNVEI-UHFFFAOYSA-N_Q04609_4OC0.pt
AYIUZYZOWYNFAQ-UHFFFAOYSA-N_P00371_1AN9,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/AYIUZYZOWYNFAQ-UHFFFAOYSA-N_P00371_1AN9/hetero_graph_AYIUZYZOWYNFAQ-UHFFFAOYSA-N_P00371_1AN9.pt
AYOUKDACKXEDFA-UHFFFAOYSA-N_P09955_2JEW,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/AYOUKDACKXEDFA-UHFFFAOYSA-N_P09955_2JEW/hetero_graph_AYOUKDACKXEDFA-UHFFFAOYSA-N_P09955_2JEW.pt
AYPQOTKHGUTJQO-UHFFFAOYSA-N_Q01782_1E7W,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/AYPQOTKHGUTJQO-UHFFFAOYSA-N_Q01782_1E7W/hetero_graph_AYPQOTKHGUTJQO-UHFFFAOYSA-N_Q01782_1E7W.pt
AYZOKXYLOAJUTJ-UHFFFAOYSA-N_P35439_1Y1Z,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/AYZOKXYLOAJUTJ-UHFFFAOYSA-N_P35439_1Y1Z/hetero_graph_AYZOKXYLOAJUTJ-UHFFFAOYSA-N_P35439_1Y1Z.pt
AZQFNDSMVBYRQK-UHFFFAOYSA-N_Q16853_4BTX,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/AZQFNDSMVBYRQK-UHFFFAOYSA-N_Q16853_4BTX/hetero_graph_AZQFNDSMVBYRQK-UHFFFAOYSA-N_Q16853_4BTX.pt
BCGPICVOCDHMIC-UHFFFAOYSA-N_O00487_5GJQ,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BCGPICVOCDHMIC-UHFFFAOYSA-N_O00487_5GJQ/hetero_graph_BCGPICVOCDHMIC-UHFFFAOYSA-N_O00487_5GJQ.pt
BCIFJDGSMDSLLM-UHFFFAOYSA-N_Q9H7Z6_6OIN,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BCIFJDGSMDSLLM-UHFFFAOYSA-N_Q9H7Z6_6OIN/hetero_graph_BCIFJDGSMDSLLM-UHFFFAOYSA-N_Q9H7Z6_6OIN.pt
BECXBMWBOQXHRX-UHFFFAOYSA-N_O95050_2A14,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BECXBMWBOQXHRX-UHFFFAOYSA-N_O95050_2A14/hetero_graph_BECXBMWBOQXHRX-UHFFFAOYSA-N_O95050_2A14.pt
BFICDVHTQOFGHR-UHFFFAOYSA-N_O15229_5X68,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BFICDVHTQOFGHR-UHFFFAOYSA-N_O15229_5X68/hetero_graph_BFICDVHTQOFGHR-UHFFFAOYSA-N_O15229_5X68.pt
BFPFFSYRVKXYMW-UHFFFAOYSA-N_O95050_2A14,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BFPFFSYRVKXYMW-UHFFFAOYSA-N_O95050_2A14/hetero_graph_BFPFFSYRVKXYMW-UHFFFAOYSA-N_O95050_2A14.pt
BGDUKFUILQWOAE-UHFFFAOYSA-N_P69560_3JCU,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BGDUKFUILQWOAE-UHFFFAOYSA-N_P69560_3JCU/hetero_graph_BGDUKFUILQWOAE-UHFFFAOYSA-N_P69560_3JCU.pt
BGMDQXIVNAIZSS-UHFFFAOYSA-N_P19634_1Y4E,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BGMDQXIVNAIZSS-UHFFFAOYSA-N_P19634_1Y4E/hetero_graph_BGMDQXIVNAIZSS-UHFFFAOYSA-N_P19634_1Y4E.pt
BGRDGMRNKXEXQD-UHFFFAOYSA-N_Q16853_4BTX,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BGRDGMRNKXEXQD-UHFFFAOYSA-N_Q16853_4BTX/hetero_graph_BGRDGMRNKXEXQD-UHFFFAOYSA-N_Q16853_4BTX.pt
BIMZLRFONYSTPT-UHFFFAOYSA-N_P41229_5FWJ,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BIMZLRFONYSTPT-UHFFFAOYSA-N_P41229_5FWJ/hetero_graph_BIMZLRFONYSTPT-UHFFFAOYSA-N_P41229_5FWJ.pt
BIMZLRFONYSTPT-UHFFFAOYSA-N_Q9C0B1_4IDZ,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BIMZLRFONYSTPT-UHFFFAOYSA-N_Q9C0B1_4IDZ/hetero_graph_BIMZLRFONYSTPT-UHFFFAOYSA-N_Q9C0B1_4IDZ.pt
BKMXGSZQEWHCJH-UHFFFAOYSA-N_P00734_1BCU,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BKMXGSZQEWHCJH-UHFFFAOYSA-N_P00734_1BCU/hetero_graph_BKMXGSZQEWHCJH-UHFFFAOYSA-N_P00734_1BCU.pt
BLTMKFBJBMBESG-UHFFFAOYSA-N_O95050_2A14,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BLTMKFBJBMBESG-UHFFFAOYSA-N_O95050_2A14/hetero_graph_BLTMKFBJBMBESG-UHFFFAOYSA-N_O95050_2A14.pt
BLXRKDXUWQFGAW-UHFFFAOYSA-N_Q8IL11_3KR4,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BLXRKDXUWQFGAW-UHFFFAOYSA-N_Q8IL11_3KR4/hetero_graph_BLXRKDXUWQFGAW-UHFFFAOYSA-N_Q8IL11_3KR4.pt
BMLIZLVNXIYGCK-UHFFFAOYSA-N_P69560_3JCU,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BMLIZLVNXIYGCK-UHFFFAOYSA-N_P69560_3JCU/hetero_graph_BMLIZLVNXIYGCK-UHFFFAOYSA-N_P69560_3JCU.pt
BNYCWOPXGQKREA-UHFFFAOYSA-N_Q9UBN7_5KH3,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BNYCWOPXGQKREA-UHFFFAOYSA-N_Q9UBN7_5KH3/hetero_graph_BNYCWOPXGQKREA-UHFFFAOYSA-N_Q9UBN7_5KH3.pt
BOHCTRKSLNDQGI-UHFFFAOYSA-N_P19634_1Y4E,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BOHCTRKSLNDQGI-UHFFFAOYSA-N_P19634_1Y4E/hetero_graph_BOHCTRKSLNDQGI-UHFFFAOYSA-N_P19634_1Y4E.pt
BOLXBKJGTKEMDQ-UHFFFAOYSA-N_P19634_1Y4E,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BOLXBKJGTKEMDQ-UHFFFAOYSA-N_P19634_1Y4E/hetero_graph_BOLXBKJGTKEMDQ-UHFFFAOYSA-N_P19634_1Y4E.pt
BPCNEKWROYSOLT-UHFFFAOYSA-N_P21980_2Q3Z,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BPCNEKWROYSOLT-UHFFFAOYSA-N_P21980_2Q3Z/hetero_graph_BPCNEKWROYSOLT-UHFFFAOYSA-N_P21980_2Q3Z.pt
BQSITNTVRUSOMI-UHFFFAOYSA-N_P35354_5F19,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BQSITNTVRUSOMI-UHFFFAOYSA-N_P35354_5F19/hetero_graph_BQSITNTVRUSOMI-UHFFFAOYSA-N_P35354_5F19.pt
BQSNEJBWKGQQBE-UHFFFAOYSA-N_Q8IL11_3KR4,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BQSNEJBWKGQQBE-UHFFFAOYSA-N_Q8IL11_3KR4/hetero_graph_BQSNEJBWKGQQBE-UHFFFAOYSA-N_Q8IL11_3KR4.pt
BSABROAMVRXYPC-JAMMHHFISA-N_P43005_6S3Q,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BSABROAMVRXYPC-JAMMHHFISA-N_P43005_6S3Q/hetero_graph_BSABROAMVRXYPC-JAMMHHFISA-N_P43005_6S3Q.pt
BSIXIBWASJDSKW-UHFFFAOYSA-N_P80457_3NRZ,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BSIXIBWASJDSKW-UHFFFAOYSA-N_P80457_3NRZ/hetero_graph_BSIXIBWASJDSKW-UHFFFAOYSA-N_P80457_3NRZ.pt
BSVPVGKLYJGTTQ-ZRJGNOHYSA-N_Q8R4B8_7LFH,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BSVPVGKLYJGTTQ-ZRJGNOHYSA-N_Q8R4B8_7LFH/hetero_graph_BSVPVGKLYJGTTQ-ZRJGNOHYSA-N_Q8R4B8_7LFH.pt
BTQZWQBDFKXQEG-UHFFFAOYSA-N_P25779_3KKU,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BTQZWQBDFKXQEG-UHFFFAOYSA-N_P25779_3KKU/hetero_graph_BTQZWQBDFKXQEG-UHFFFAOYSA-N_P25779_3KKU.pt
BUAPSNKVPWEGPA-UHFFFAOYSA-N_P15145_4OU3,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BUAPSNKVPWEGPA-UHFFFAOYSA-N_P15145_4OU3/hetero_graph_BUAPSNKVPWEGPA-UHFFFAOYSA-N_P15145_4OU3.pt
BUQJUCVPPUJQBJ-UHFFFAOYSA-N_P42574_4PS0,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BUQJUCVPPUJQBJ-UHFFFAOYSA-N_P42574_4PS0/hetero_graph_BUQJUCVPPUJQBJ-UHFFFAOYSA-N_P42574_4PS0.pt
BVDIIJNIFXOYPB-UHFFFAOYSA-N_Q9UBN7_5KH3,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BVDIIJNIFXOYPB-UHFFFAOYSA-N_Q9UBN7_5KH3/hetero_graph_BVDIIJNIFXOYPB-UHFFFAOYSA-N_Q9UBN7_5KH3.pt
BWDQWZBCEPUCII-UHFFFAOYSA-N_Q07440_2VOF,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BWDQWZBCEPUCII-UHFFFAOYSA-N_Q07440_2VOF/hetero_graph_BWDQWZBCEPUCII-UHFFFAOYSA-N_Q07440_2VOF.pt
BWEFEUTYNRSOKX-UHFFFAOYSA-N_Q8IL11_3KR4,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BWEFEUTYNRSOKX-UHFFFAOYSA-N_Q8IL11_3KR4/hetero_graph_BWEFEUTYNRSOKX-UHFFFAOYSA-N_Q8IL11_3KR4.pt
BYGJJERXVLEWHC-UHFFFAOYSA-N_P05186_7YIV,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BYGJJERXVLEWHC-UHFFFAOYSA-N_P05186_7YIV/hetero_graph_BYGJJERXVLEWHC-UHFFFAOYSA-N_P05186_7YIV.pt
CCBCHURBDSNSTJ-UHFFFAOYSA-N_Q9UBN7_5KH3,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/CCBCHURBDSNSTJ-UHFFFAOYSA-N_Q9UBN7_5KH3/hetero_graph_CCBCHURBDSNSTJ-UHFFFAOYSA-N_Q9UBN7_5KH3.pt
CDHBAZHPEVDWMO-UHFFFAOYSA-N_P69560_3JCU,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/CDHBAZHPEVDWMO-UHFFFAOYSA-N_P69560_3JCU/hetero_graph_CDHBAZHPEVDWMO-UHFFFAOYSA-N_P69560_3JCU.pt
CFZHBOBZIMSELS-UHFFFAOYSA-N_P00371_1AN9,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/CFZHBOBZIMSELS-UHFFFAOYSA-N_P00371_1AN9/hetero_graph_CFZHBOBZIMSELS-UHFFFAOYSA-N_P00371_1AN9.pt
CGCHCLICSHIAAM-UHFFFAOYSA-N_P29476_1B8Q,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/CGCHCLICSHIAAM-UHFFFAOYSA-N_P29476_1B8Q/hetero_graph_CGCHCLICSHIAAM-UHFFFAOYSA-N_P29476_1B8Q.pt
CGHUQJRRADEHTQ-UHFFFAOYSA-N_Q7Z2W7_8BDC,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/CGHUQJRRADEHTQ-UHFFFAOYSA-N_Q7Z2W7_8BDC/hetero_graph_CGHUQJRRADEHTQ-UHFFFAOYSA-N_Q7Z2W7_8BDC.pt
CGTALJWGXQTLPE-RXMQYKEDSA-N_Q9UBN7_5KH3,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/CGTALJWGXQTLPE-RXMQYKEDSA-N_Q9UBN7_5KH3/hetero_graph_CGTALJWGXQTLPE-RXMQYKEDSA-N_Q9UBN7_5KH3.pt
CIGJKHKRKNOOAB-UHFFFAOYSA-N_Q8IL11_3KR4,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/CIGJKHKRKNOOAB-UHFFFAOYSA-N_Q8IL11_3KR4/hetero_graph_CIGJKHKRKNOOAB-UHFFFAOYSA-N_Q8IL11_3KR4.pt
CJCSPKMFHVPWAR-JTQLQIEISA-N_O15438_8HVH,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/CJCSPKMFHVPWAR-JTQLQIEISA-N_O15438_8HVH/hetero_graph_CJCSPKMFHVPWAR-JTQLQIEISA-N_O15438_8HVH.pt
CJPKORJCOLNALP-UHFFFAOYSA-N_O95050_2A14,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/CJPKORJCOLNALP-UHFFFAOYSA-N_O95050_2A14/hetero_graph_CJPKORJCOLNALP-UHFFFAOYSA-N_O95050_2A14.pt
